epoch,train_loss,train_acc,train_f1,dev_loss,dev_acc,dev_f1
1,0.18119818607142543,0.975,0.9749843652282677,9.391394688532902,0.5,0.33333333333333326
2,0.0,1.0,1.0,9.39212124164288,0.5,0.33333333333333326
